Species Name,Latitude,Longitude,Day,Month,Year,Local Time,Location Name,Loc Reliability,Sp Code,ID Reliability,Min. Number of Animals,Max. Number of Animals,Animal Condition,Platform,Type of Sighting,Type of Gear,Target Species,Strand or Entrapment Outcome,Depth (m),Distance From Obs (m),Discard Wt (kg)
Leatherback Turtle,44.5039,-61.7469,13,8,2024,15:42,Scotian Shelf,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,44.5537,-62.8579,13,8,2024,11:10,Scotian Shelf,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,44.9267,-61.5383,13,8,2024,17:59,Scotian Shelf,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.1988,-54.0321,13,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.5978,-53.9903,13,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.5988,-53.9903,13,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.382,-57.8628,16,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.6473,-57.4397,16,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.6857,-57.6891,16,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,45.7775,-49.3209,17,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,45.0654,-56.2534,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.4492,-56.2281,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.353,-55.9631,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.3639,-56.1741,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.5673,-55.9167,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.7238,-59.0992,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.8452,-59.1129,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,50,,
Leatherback Turtle,47.0121,-58.9953,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,47.2257,-59.5522,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,47.2785,-58.7376,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,47.3865,-58.7449,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,47.4821,-59.1902,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,47.5014,-58.7528,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,47.5065,-58.7532,21,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Unknown Turtle,48.7312,-64.1788,21,8,2024,17:23,Offshore,2,20,2,1,1,Alive,Military Vessel,Free Swimming,,,,,,
Leatherback Turtle,43.6301,-60.0651,22,8,2024,9:01,Scotian Shelf,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,44.0659,-60.1139,22,8,2024,9:46,Scotian Shelf,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,44.2057,-59.1682,22,8,2024,13:53,Scotian Shelf,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,44.3102,-60.2758,22,8,2024,9:55,Scotian Shelf,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,44.6977,-55.0084,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.1032,-55.3508,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.2184,-55.4005,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.4877,-55.2618,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,45.6542,-55.3665,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,46.3321,-54.6505,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.3331,-54.6501,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.6802,-54.5784,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.6833,-54.5771,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.714,-54.5641,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.715,-54.5638,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.716,-54.5634,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,47.0467,-54.9377,23,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,100,,
Leatherback Turtle,46.4023,-55.5082,24,8,2024,,SouthCoast,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,200,,
Leatherback Turtle,47.15,-54.4333,8,9,2024,,Merasheen Bank  PB,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.0176,-52.8423,10,9,2024,,Ferryland Lighthouse Southern Shore,2,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,46.7483,-55.0317,11,9,2024,,,1,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,46.7488,-55.556,11,9,2024,,,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.01,-53.65,14,9,2024,,Admiral's Beach,2,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.56,-52.94,18,9,2024,,Conception Bay,1,9701,1,1,1,Alive,Recreation Vessel,Free Swimming,,,,,10,
Leatherback Turtle,47.6105,-57.566,19,9,2024,,Burgeo islands,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.53,-53.04,3,10,2024,,Conception Bay,1,9701,1,1,1,Alive,Recreation Vessel,Free Swimming,,,,37,15,
Leatherback Turtle,47.75,-59.3834,15,10,2024,,,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,46.8833,-56.2333,25,10,2024,,Close to Cap Percé,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.2907,-53.9879,28,10,2024,,Argentia  PlacentiaBay,2,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,47.3962,-54.5806,29,10,2024,,South East Bight Placentia Bay,2,9701,2,1,1,Dead,Shore,Unknown,,,,,,
Leatherback Turtle,44.847,-58.5543,6,12,2024,,Offshore,2,9701,2,1,1,Alive,Military Vessel,Free Swimming,,,,,,
Loggerhead Turtle,30.3792,-81.0933,26,2,2024,,,1,9702,1,1,1,Alive,Military Vessel,Free Swimming,,,,,,
Loggerhead Turtle,28.3,-82.8,29,4,2024,,,1,9702,1,1,1,Alive,Military Vessel,Free Swimming,,,,,,147
Leatherback Turtle,46.05,-55.3333,15,5,2024,,,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,,,Alive,,,
Leatherback Turtle,47.1167,-51.2333,7,6,2024,,Northeast Downing Basin,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,48.7262,-53.7954,12,7,2024,,Squid Cove  Burnside  Eastport ,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,48.718,-53.6751,14,7,2024,,Burnside  Eastport ,2,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,47.6244,-53.2294,15,7,2024,,Spaniards Bay,2,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,48.7169,-53.0601,20,7,2024,,Off Bonavista,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.5307,-55.9383,27,7,2024,,Sandyville near Hermitage,1,9701,1,1,1,Alive,Shore,Stranding,,,Alive,,,
Leatherback Turtle,46.6847,-55.9283,28,7,2024,,St. Pierre Bank,1,9701,1,1,2,Alive,Fishing Vessel,Entrapment,,,Alive,,,
Leatherback Turtle,47.5474,-56.7256,30,7,2024,,Francois  South coast,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,48.8553,-53.9999,30,7,2024,,Hare Bay ,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.0648,-52.845,,7,2024,,Off Cape Broil Head,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,48.3524,-53.3206,4,8,2024,,Trinity  Trinity Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,49,-52.5667,11,8,2024,21:45,Offshore,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.93,-69.72,14,8,2024,3:20,4Tf,1,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Trawl,Groundfish,Dead,259,,900
Loggerhead Turtle,45.8127,-56.7807,19,8,2024,14:41,Offshore,2,9702,2,12,12,Alive,Military Vessel,Free Swimming,,,,,,
Loggerhead Turtle,45.4753,-58.4683,21,8,2024,22:45,Offshore,2,9702,2,3,3,Alive,Military Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.3317,-54.0817,26,8,2024,,3 nm west of Argentia access road  Placentia Bay,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.2,-55.4833,30,8,2024,10:30,Offshore,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,46.993,-56.0373,,8,2024,,Fortune,1,9701,1,1,1,Alive,Ferry,Free Swimming,,,,,,
Leatherback Turtle,46.9192,-54.7497,3,9,2024,,5-6 nm North of Smart Buoy Placentia Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,46.7405,-54.3165,4,9,2024,,4 to 5 nm off Cape St. Mary’s,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,51.4083,-57.0375,8,9,2024,,Lanse au Clair,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,55.0768,-59.108,8,9,2024,,South of Makovik,2,9701,1,1,1,Alive,Shore,Stranding,,,Alive,,,
Leatherback Turtle,55.0768,-59.108,13,9,2024,,Makkovik About 2kms from community,2,9701,2,1,1,Alive,Research Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.7025,-55.3683,15,9,2024,,Pools Cove,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,47.2451,-52.7367,16,9,2024,,Backside of Gull Island  Witless Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.5822,-53.6486,19,9,2024,,Chapel Head  Trinity Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.5,-52.8333,19,9,2024,16:00,Portugal Cove  C.B.,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.6467,-53.7546,21,9,2024,,Belleview  Trinity Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.5536,-53.6512,21,9,2024,,Chapel Arm  Trinity Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.4667,-50.1333,21,9,2024,,Harbour Main,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Longline,Groundfish,Alive,,,
Leatherback Turtle,47.6805,-53.8154,22,9,2024,,Bull Island  Chance Cove area Trinity Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.0833,-54.2538,25,9,2024,15:45,Offshore,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.7001,-53.6978,26,9,2024,,Tickle Harbour Point  Belleview area  Trinity Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,46.7863,-53.659,27,9,2024,,Cape English  St. Mary’s Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,48,-53.5,27,9,2024,,Winterton  Trinity Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,48,-53.8333,27,9,2024,12:30,Offshore,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.6589,-53.5351,28,9,2024,,Green’s Harbour  Trinity Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.6516,-53.7697,28,9,2024,,2 nm of Belleview beach  Trinity Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.6887,-53.1377,28,9,2024,,Conception Bay,2,9701,1,1,1,Alive,Recreation Vessel,Free Swimming,,,,,15,
Leatherback Turtle,46.7728,-53.6842,29,9,2024,,St. Vincent's,1,9701,2,1,1,Alive,Recreation Vessel,Free Swimming,,,,,20,
Leatherback Turtle,47.566,-53.56,29,9,2024,,Dildo Harbour,2,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,47.4995,-53.05,30,9,2024,,Upper Gullies  Conception Bay,2,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,49.5833,-55.25,30,9,2024,9:30,Offshore,2,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Unknown Turtle,47.6485,-53.5621,30,9,2024,9:50,Hopeall  TB,2,20,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,,Alive,,,
Unknown Turtle,47.689,-53.138,3,10,2024,,Conception Bay,1,20,2,2,2,Alive,Fishing Vessel,Free Swimming,,,,,,
Unknown Turtle,47.592,-53.551,5,10,2024,,Trinity Bay near New Harbour,2,20,1,3,3,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,47.5674,-53.5854,6,10,2024,,Dildo Island  Trinity Bay,2,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.5632,-53.5855,6,10,2024,,Dildo Island  Trinity Bay,2,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.5663,-53.5973,6,10,2024,,Dildo Island  Trinity Bay,2,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.526,-53.5566,8,10,2024,,South Dildo,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Mackeral,Alive,,,
Leatherback Turtle,49.6173,-56.1598,19,10,2024,,Mansfield Point  King’s Point  Green Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,49.7139,-55.9934,19,10,2024,,Rattling Brook  Green Bay,2,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Unknown Turtle,42.1433,-67.304,8,12,2024,,,1,20,1,1,1,Alive,Military Vessel,Free Swimming,,,,,315,270
Unknown Turtle,47.4273,-52.3352,25,1,2024,,,1,20,1,1,1,Alive,Military Vessel,Free Swimming,,,,,,
Leatherback Turtle,45.3333,-55.9167,17,6,2024,,Offshore,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,10,,
Leatherback Turtle,47.2,-54.4,7,7,2024,,Merasheen Bank  PB,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,45.3842,-53.8167,25,7,2024,,St. Pierre Bank,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Pot,Whelk,Alive,,,
Leatherback Turtle,46.42,-55.42,29,7,2024,,Lamaline,2,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,46.42,-55.42,,7,2024,,Lamaline,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,45.55,-56.0333,,7,2024,,St. Pierre Bank,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Pot,Whelk,Alive,,,400
Unknown Turtle,42.1333,-66.55,2,8,2024,,Offshore,1,20,2,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.0292,-52.8583,15,8,2024,,Calvert,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.2245,-52.761,21,8,2024,,Green Island  Witless Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.2583,-52.7645,25,8,2024,,Witless Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,46.8508,-56.2,3,9,2024,,St. Pierre Bank,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.8167,-59.375,14,9,2024,,Stormy Point  Codroy area,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Flounder,Alive,,,
Leatherback Turtle,45.25,-55.3,23,9,2024,,,1,9701,1,1,1,Alive,fishing vessel,Free Swimming,,,,,,
Leatherback Turtle,49.4083,-55.3167,29,9,2024,,Pleasantview NDB,1,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Rope,Mussel,Dead,,,
Leatherback Turtle,46.79,-56.05,2,10,2024,,St. Pierre Bank,1,9701,1,2,2,Alive,Recreation Vessel,Free Swimming,,,,,,
Unknown Turtle,41.9333,-65.8,9,10,2024,,,1,20,1,1,1,Alive,Fishing Vessel - Observer Trip,Free Swimming,,,,,,
Leatherback Turtle,47.64,-55.2833,27,5,2024,,Rencointre East,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.3,-52.7833,14,7,2024,,North Head  Bay Bulls,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,48.85,-53.6667,22,7,2024,,St. Brendans,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,46.8312,-52.7712,3,8,2024,,Offshore,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,48.7344,-53.9756,5,8,2024,,Northwest Arm  Glovertown,2,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,51.4572,-56.8882,7,8,2024,,Forteau Bay,2,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,47.1167,-52.5667,10,8,2024,,Bauline South,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,48.7,-53.85,12,8,2024,,Stone Island  Bonavista Bay,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,48.85,-53.6667,12,8,2024,,St. Brendans,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,46.85,-55.8,13,8,2024,,Lamaline Harbour,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,51.5833,-55.4833,15,8,2024,,Straitsview,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Pot,Mackeral,Alive,,,
Leatherback Turtle,48.7,-53.0833,15,8,2024,,Cape Bonavista,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,47.6083,-52.6333,15,8,2024,,Small Point Ledge  St. John's,1,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,46.75,-52,25,8,2024,,Cape Race,1,9701,1,1,1,Alive,Research Vessel,Free Swimming,,,,,,
Leatherback Turtle,51.35,-55.5667,25,8,2024,,St. Anthony,1,9701,1,1,1,Alive,Shore,Free Swimming,,,,,,
Leatherback Turtle,46.75,-52,26,8,2024,,Cape Race,1,9701,1,1,1,Alive,Research Vessel,Free Swimming,,,,,,
Leatherback Turtle,46.75,-52,27,8,2024,,Cape Race,1,9701,1,1,1,Alive,Research Vessel,Free Swimming,,,,,,
Leatherback Turtle,46.75,-52,28,8,2024,,Cape Race,1,9701,1,1,1,Alive,Research Vessel,Free Swimming,,,,,,
Leatherback Turtle,46.75,-52,29,8,2024,,Cape Race,1,9701,1,1,1,Alive,Research Vessel,Free Swimming,,,,,,
Leatherback Turtle,44.993,-56.1565,1,9,2024,18:07,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,45.0312,-56.1558,1,9,2024,18:06,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,45.478,-56.2793,1,9,2024,18:29,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,45.2319,-56.4078,2,9,2024,17:12,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.4047,-56.6539,2,9,2024,18:16,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5128,-56.6566,2,9,2024,18:19,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5223,-56.656,2,9,2024,18:19,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5461,-56.6566,2,9,2024,18:20,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.5987,-56.6552,2,9,2024,18:22,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.6242,-56.6542,2,9,2024,18:23,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.667,-56.658,2,9,2024,18:24,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0097,-56.9064,2,9,2024,19:09,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.0264,-56.6558,2,9,2024,18:35,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.3763,-56.9015,2,9,2024,18:57,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,47.1327,-56.6589,2,9,2024,18:39,Offshore,1,9701,1,2,2,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,46.4738,-56.6562,2,9,2024,18:18,Offshore,1,9701,1,3,3,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,48.491,-53.556,4,9,2024,15:30,Offer Grounds  off Southern Bay Head,2,9701,1,1,1,Alive,Fishing Vessel,Free Swimming,,,,,,
Leatherback Turtle,49.85,-53.9667,4,9,2024,,Fogo,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,46.95,-55.7,10,9,2024,,Brents Cove,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,49.7167,-54.2833,11,9,2024,,Black Cove  Fogo Island,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,49.75,-54.1667,13,9,2024,,Joe Batt's Arm,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.8167,-59.3667,14,9,2024,,Codroy,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Net,Flounder,Alive,,,
Leatherback Turtle,49.9,-56.45,15,9,2024,,Middle Arm,1,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Gillnet,Mackeral,Dead,,,
Leatherback Turtle,48.6833,-54.4,17,9,2024,,Change Islands,1,9701,1,1,4,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.25,-52.7833,17,9,2024,,Green Island  Witless Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.25,-53.1667,25,9,2024,,Holyrood,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,49.4,-55.3167,29,9,2024,,Pleasantview NDB,1,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Mussel Rope,Mussel,Dead,,,
Leatherback Turtle,51.55,-55.45,23,10,2024,,Griquet  northern penninsula,1,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,450
Leatherback Turtle,51.5498,-55.4518,24,10,2024,,Beach in Griquet Harbour,2,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,
Leatherback Turtle,45.1742,-55.1545,4,11,2024,12:19,Offshore,1,9701,1,1,1,Alive,Twin Otter,Free Swimming,,,,,,
Leatherback Turtle,49.55,-56.85,14,11,2024,,Hampden  White Bay,1,9701,1,1,1,Alive,Unknown,Free Swimming,,,,,,
Leatherback Turtle,47.1667,-55.65,3,12,2024,,Grand Beach  Fortune Bay,1,9701,1,1,1,Dead,Shore,Stranding,,,Dead,,,
Leatherback Turtle,43.8411,-62.9374,5,7,2024,16:34,Emerald Bank,1,9701,1,1,1,Alive,Research Vessel,Free Swimming,,,,,10,
Leatherback Turtle,46.32,-60.04,27,7,2024,,Sherbrooke  NS,2,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Pot,Unknown,Dead,,,
Leatherback Turtle,47.9717,-52.9072,9,8,2024,9:00,Conception Bay,1,9701,1,1,1,Alive,Small boat,Free Swimming,,,,,,
Leatherback Turtle,48.8492,-53.6005,12,8,2024,,St. Brendans South Gulch Island,1,9701,1,1,1,Alive,Fishing Vessel,Entrapment,Gillnet,Cod,Alive,,,
Leatherback Turtle,47.3522,-52.6553,22,8,2024,17:49,,1,9701,1,1,1,Alive,Fishing Vessel - Observer Trip,Free Swimming,,,,,,
Leatherback Turtle,47.6366,-61.1189,27,8,2024,,Magdelan Islands,1,9701,1,1,1,Dead,Fishing Vessel,Entrapment,Pot,Whelk,Dead,,,
Leatherback Turtle,47.82,-53.53,25,9,2024,,Trinity Bay,1,9701,1,1,1,Alive,Patrol RHIB,Free Swimming,,,,,10,
